uuid,timestamp,event,amount_loan,risk_level,assessment,income
4075,2022-12-12 14:52:04,Extensive Check,,3,,
4075,2022-12-12 16:52:04,Overall Assessment,,,,
4075,2022-12-12 18:52:04,Inform Customer,,,,
4076,2022-11-30 11:05:39,Customer applies for loan,,,,
4076,2022-11-30 13:05:39,Check application data,51858,,,2669
4076,2022-11-30 15:05:39,Extensive Check,,3,,
4076,2022-11-30 17:05:39,Overall Assessment,,,,
4076,2022-11-30 19:05:39,Inform Customer,,,,
4077,2022-12-05 11:44:47,Customer applies for loan,,,,
4077,2022-12-05 13:44:47,Check application data,41474,,,1277
4077,2022-12-05 15:44:47,Extensive Check,,2,,
4077,2022-12-05 17:44:47,Overall Assessment,,,,
4077,2022-12-05 19:44:47,Inform Customer,,,,
4078,2022-12-10 09:58:40,Customer applies for loan,,,,
4078,2022-12-10 11:58:40,Check application data,70620,,,9463
4078,2022-12-10 13:58:40,Normal Check,,2,,
4078,2022-12-10 15:58:40,Overall Assessment,,,,
4078,2022-12-10 17:58:40,Inform Customer,,,,
4079,2022-12-08 15:58:52,Customer applies for loan,,,,
4079,2022-12-08 17:58:52,Check application data,46798,,,5381
4079,2022-12-08 19:58:52,Normal Check,,4,,
4079,2022-12-08 21:58:52,Overall Assessment,,,,
4079,2022-12-08 23:58:52,Inform Customer,,,,
4080,2022-11-28 16:53:08,Customer applies for loan,,,,
4080,2022-11-28 18:53:08,Check application data,14392,,,4953
4080,2022-11-28 20:53:08,Normal Check,,3,,
4080,2022-11-28 22:53:08,Overall Assessment,,,,
4080,2022-11-29 00:53:08,Inform Customer,,,,
4081,2022-12-11 14:43:27,Customer applies for loan,,,,
4081,2022-12-11 16:43:27,Check application data,18437,,,1610
4081,2022-12-11 18:43:27,Extensive Check,,1,,
4081,2022-12-11 20:43:27,Overall Assessment,,,,
4081,2022-12-11 22:43:27,Inform Customer,,,,
4082,2022-12-08 18:01:50,Customer applies for loan,,,,
4082,2022-12-08 20:01:50,Check application data,49923,,,2444
4082,2022-12-08 22:01:50,Extensive Check,,2,,
4082,2022-12-09 00:01:50,Overall Assessment,,,,
4082,2022-12-09 02:01:50,Inform Customer,,,,
4083,2022-12-07 14:13:17,Customer applies for loan,,,,
4083,2022-12-07 16:13:17,Check application data,99800,,,3206
4083,2022-12-07 18:13:17,Extensive Check,,4,,
4083,2022-12-07 20:13:17,Overall Assessment,,,,
4083,2022-12-07 22:13:17,Inform Customer,,,,
4084,2022-11-29 12:58:35,Customer applies for loan,,,,
4084,2022-11-29 14:58:35,Check application data,12158,,,7546
4084,2022-11-29 16:58:35,Normal Check,,0,,
4084,2022-11-29 18:58:35,Overall Assessment,,,,
4084,2022-11-29 20:58:35,Inform Customer,,,,
4085,2022-12-02 17:09:01,Customer applies for loan,,,,
4085,2022-12-02 19:09:01,Check application data,66802,,,2506
4085,2022-12-02 21:09:01,Extensive Check,,2,,
4085,2022-12-02 23:09:01,Overall Assessment,,,,
4085,2022-12-03 01:09:01,Inform Customer,,,,
4086,2022-11-28 08:53:04,Customer applies for loan,,,,
4086,2022-11-28 10:53:04,Check application data,35810,,,2563
4086,2022-11-28 12:53:04,Extensive Check,,1,,
4086,2022-11-28 14:53:04,Overall Assessment,,,,
4086,2022-11-28 16:53:04,Inform Customer,,,,
4087,2022-12-06 14:23:39,Customer applies for loan,,,,
4087,2022-12-06 16:23:39,Check application data,31384,,,2442
4087,2022-12-06 18:23:39,Extensive Check,,4,,
4087,2022-12-06 20:23:39,Overall Assessment,,,,
4087,2022-12-06 22:23:39,Inform Customer,,,,
4088,2022-12-07 14:44:53,Customer applies for loan,,,,
4088,2022-12-07 16:44:53,Check application data,99878,,,5710
4088,2022-12-07 18:44:53,Extensive Check,,3,,
4088,2022-12-07 20:44:53,Overall Assessment,,,,
4088,2022-12-07 22:44:53,Inform Customer,,,,
4089,2022-11-27 18:01:23,Customer applies for loan,,,,
4089,2022-11-27 20:01:23,Check application data,83170,,,5681
4089,2022-11-27 22:01:23,Extensive Check,,3,,
4089,2022-11-28 00:01:23,Overall Assessment,,,,
4089,2022-11-28 02:01:23,Inform Customer,,,,
4090,2022-12-03 14:22:34,Customer applies for loan,,,,
4090,2022-12-03 16:22:34,Check application data,91849,,,5493
4090,2022-12-03 18:22:34,Extensive Check,,1,,
4090,2022-12-03 20:22:34,Overall Assessment,,,,
4090,2022-12-03 22:22:34,Inform Customer,,,,
4091,2022-12-05 18:26:26,Customer applies for loan,,,,
4091,2022-12-05 20:26:26,Check application data,89729,,,3836
4091,2022-12-05 22:26:26,Extensive Check,,2,,
4091,2022-12-06 00:26:26,Overall Assessment,,,,
4091,2022-12-06 02:26:26,Inform Customer,,,,
4092,2022-12-04 15:55:31,Customer applies for loan,,,,
4092,2022-12-04 17:55:31,Check application data,60504,,,4629
4092,2022-12-04 19:55:31,Normal Check,,2,,
4092,2022-12-04 21:55:31,Overall Assessment,,,,
4092,2022-12-04 23:55:31,Inform Customer,,,,
4093,2022-12-08 18:08:11,Customer applies for loan,,,,
4093,2022-12-08 20:08:11,Check application data,72324,,,9220
4093,2022-12-08 22:08:11,Normal Check,,4,,
4093,2022-12-09 00:08:11,Overall Assessment,,,,
4093,2022-12-09 02:08:11,Inform Customer,,,,
4094,2022-12-10 15:28:53,Customer applies for loan,,,,
4094,2022-12-10 17:28:53,Check application data,52664,,,4880
4094,2022-12-10 19:28:53,Normal Check,,0,,
4094,2022-12-10 21:28:53,Overall Assessment,,,,
4094,2022-12-10 23:28:53,Inform Customer,,,,
4095,2022-12-12 15:18:54,Customer applies for loan,,,,
4095,2022-12-12 17:18:54,Check application data,47279,,,2904
4095,2022-12-12 19:18:54,Extensive Check,,0,,
4095,2022-12-12 21:18:54,Overall Assessment,,,,
4095,2022-12-12 23:18:54,Inform Customer,,,,
4096,2022-11-26 14:18:04,Customer applies for loan,,,,
4096,2022-11-26 16:18:04,Check application data,48377,,,3099
4096,2022-11-26 18:18:04,Normal Check,,1,,
4096,2022-11-26 20:18:04,Overall Assessment,,,,
4096,2022-11-26 22:18:04,Inform Customer,,,,
4097,2022-12-15 18:54:51,Customer applies for loan,,,,
4097,2022-12-15 20:54:51,Check application data,41554,,,9423
4097,2022-12-15 22:54:51,Normal Check,,1,,
4097,2022-12-16 00:54:51,Overall Assessment,,,,
4097,2022-12-16 02:54:51,Inform Customer,,,,
4098,2022-12-09 18:32:40,Customer applies for loan,,,,
4098,2022-12-09 20:32:40,Check application data,79031,,,9776
4098,2022-12-09 22:32:40,Normal Check,,2,,
4098,2022-12-10 00:32:40,Overall Assessment,,,,
4098,2022-12-10 02:32:40,Inform Customer,,,,
4099,2022-12-06 14:08:28,Customer applies for loan,,,,
4099,2022-12-06 16:08:28,Check application data,38845,,,6060
4099,2022-12-06 18:08:28,Normal Check,,0,,
4099,2022-12-06 20:08:28,Overall Assessment,,,,
4099,2022-12-06 22:08:28,Inform Customer,,,,
4100,2022-11-28 13:43:12,Customer applies for loan,,,,
4100,2022-11-28 15:43:12,Check application data,49093,,,5701
4100,2022-11-28 17:43:12,Normal Check,,3,,
4100,2022-11-28 19:43:12,Overall Assessment,,,,
4100,2022-11-28 21:43:12,Inform Customer,,,,
4101,2022-11-30 15:10:42,Customer applies for loan,,,,
4101,2022-11-30 17:10:42,Check application data,44177,,,5626
4101,2022-11-30 19:10:42,Normal Check,,1,,
4101,2022-11-30 21:10:42,Overall Assessment,,,,
4101,2022-11-30 23:10:42,Inform Customer,,,,
4102,2022-12-14 12:56:03,Customer applies for loan,,,,
4102,2022-12-14 14:56:03,Check application data,15645,,,4755
4102,2022-12-14 16:56:03,Normal Check,,1,,
4102,2022-12-14 18:56:03,Overall Assessment,,,,
4102,2022-12-14 20:56:03,Inform Customer,,,,
4103,2022-11-27 14:41:56,Customer applies for loan,,,,
4103,2022-11-27 16:41:56,Check application data,85062,,,6118
4103,2022-11-27 18:41:56,Extensive Check,,2,,
4103,2022-11-27 20:41:56,Overall Assessment,,,,
4103,2022-11-27 22:41:56,Inform Customer,,,,
4104,2022-12-12 09:11:33,Customer applies for loan,,,,
4104,2022-12-12 11:11:33,Check application data,93884,,,9447
4104,2022-12-12 13:11:33,Extensive Check,,2,,
4104,2022-12-12 15:11:33,Overall Assessment,,,,
4104,2022-12-12 17:11:33,Inform Customer,,,,
4105,2022-11-30 10:26:35,Customer applies for loan,,,,
4105,2022-11-30 12:26:35,Check application data,27982,,,8633
4105,2022-11-30 14:26:35,Normal Check,,4,,
4105,2022-11-30 16:26:35,Overall Assessment,,,,
4105,2022-11-30 18:26:35,Inform Customer,,,,
4106,2022-12-09 11:20:44,Customer applies for loan,,,,
4106,2022-12-09 13:20:44,Check application data,11689,,,1623
4106,2022-12-09 15:20:44,Extensive Check,,2,,
4106,2022-12-09 17:20:44,Overall Assessment,,,,
4106,2022-12-09 19:20:44,Inform Customer,,,,
4107,2022-12-13 16:13:15,Customer applies for loan,,,,
4107,2022-12-13 18:13:15,Check application data,13110,,,6652
4107,2022-12-13 20:13:15,Normal Check,,0,,
4107,2022-12-13 22:13:15,Overall Assessment,,,,
4107,2022-12-14 00:13:15,Inform Customer,,,,
4108,2022-11-30 15:28:40,Customer applies for loan,,,,
4108,2022-11-30 17:28:40,Check application data,85345,,,2419
4108,2022-11-30 19:28:40,Extensive Check,,0,,
4108,2022-11-30 21:28:40,Overall Assessment,,,,
4108,2022-11-30 23:28:40,Inform Customer,,,,
4109,2022-12-03 11:06:26,Customer applies for loan,,,,
4109,2022-12-03 13:06:26,Check application data,25801,,,1236
4109,2022-12-03 15:06:26,Extensive Check,,0,,
4109,2022-12-03 17:06:26,Overall Assessment,,,,
4109,2022-12-03 19:06:26,Inform Customer,,,,
4110,2022-12-05 13:48:41,Customer applies for loan,,,,
4110,2022-12-05 15:48:41,Check application data,32149,,,2301
4110,2022-12-05 17:48:41,Extensive Check,,2,,
4110,2022-12-05 19:48:41,Overall Assessment,,,,
4110,2022-12-05 21:48:41,Inform Customer,,,,
4111,2022-12-09 14:52:17,Customer applies for loan,,,,
4111,2022-12-09 16:52:17,Check application data,49379,,,4489
4111,2022-12-09 18:52:17,Normal Check,,4,,
4111,2022-12-09 20:52:17,Overall Assessment,,,,
4111,2022-12-09 22:52:17,Inform Customer,,,,
4112,2022-11-27 16:07:14,Customer applies for loan,,,,
4112,2022-11-27 18:07:14,Check application data,17909,,,4280
4112,2022-11-27 20:07:14,Normal Check,,0,,
4112,2022-11-27 22:07:14,Overall Assessment,,,,
4112,2022-11-28 00:07:14,Inform Customer,,,,
4113,2022-12-09 17:35:19,Customer applies for loan,,,,
4113,2022-12-09 19:35:19,Check application data,30299,,,4277
4113,2022-12-09 21:35:19,Normal Check,,1,,
4113,2022-12-09 23:35:19,Overall Assessment,,,,
4113,2022-12-10 01:35:19,Inform Customer,,,,
4114,2022-12-08 14:07:48,Customer applies for loan,,,,
4114,2022-12-08 16:07:48,Check application data,55519,,,6547
4114,2022-12-08 18:07:48,Normal Check,,1,,
4114,2022-12-08 20:07:48,Overall Assessment,,,,
4114,2022-12-08 22:07:48,Inform Customer,,,,
4115,2022-11-27 13:40:35,Customer applies for loan,,,,
4115,2022-11-27 15:40:35,Check application data,79467,,,2142
4115,2022-11-27 17:40:35,Extensive Check,,3,,
4115,2022-11-27 19:40:35,Overall Assessment,,,,
4115,2022-11-27 21:40:35,Inform Customer,,,,
4116,2022-12-05 13:42:11,Customer applies for loan,,,,
4116,2022-12-05 15:42:11,Check application data,79657,,,4295
4116,2022-12-05 17:42:11,Normal Check,,0,,
4116,2022-12-05 19:42:11,Overall Assessment,,,,
4116,2022-12-05 21:42:11,Inform Customer,,,,
4117,2022-12-13 09:40:54,Customer applies for loan,,,,
4117,2022-12-13 11:40:54,Check application data,70791,,,3278
4117,2022-12-13 13:40:54,Normal Check,,2,,
4117,2022-12-13 15:40:54,Overall Assessment,,,,
4117,2022-12-13 17:40:54,Inform Customer,,,,
4118,2022-11-29 10:01:53,Customer applies for loan,,,,
4118,2022-11-29 12:01:53,Check application data,70195,,,4133
4118,2022-11-29 14:01:53,Normal Check,,0,,
4118,2022-11-29 16:01:53,Overall Assessment,,,,
4118,2022-11-29 18:01:53,Inform Customer,,,,
4119,2022-12-07 14:54:03,Customer applies for loan,,,,
4119,2022-12-07 16:54:03,Check application data,63809,,,3072
4119,2022-12-07 18:54:03,Normal Check,,2,,
4119,2022-12-07 20:54:03,Overall Assessment,,,,
4119,2022-12-07 22:54:03,Inform Customer,,,,
4120,2022-12-09 15:43:30,Customer applies for loan,,,,
4120,2022-12-09 17:43:30,Check application data,24360,,,7460
4120,2022-12-09 19:43:30,Normal Check,,1,,
4120,2022-12-09 21:43:30,Overall Assessment,,,,
4120,2022-12-09 23:43:30,Inform Customer,,,,
4121,2022-12-11 13:16:16,Customer applies for loan,,,,
4121,2022-12-11 15:16:16,Check application data,78033,,,2522
4121,2022-12-11 17:16:16,Extensive Check,,3,,
4121,2022-12-11 19:16:16,Overall Assessment,,,,
4121,2022-12-11 21:16:16,Inform Customer,,,,
4122,2022-12-05 08:54:07,Customer applies for loan,,,,
4122,2022-12-05 10:54:07,Check application data,83201,,,1770
4122,2022-12-05 12:54:07,Extensive Check,,4,,
4122,2022-12-05 14:54:07,Overall Assessment,,,,
4122,2022-12-05 16:54:07,Inform Customer,,,,
4123,2022-12-13 10:19:06,Customer applies for loan,,,,
4123,2022-12-13 12:19:06,Check application data,61657,,,7149
4123,2022-12-13 14:19:06,Normal Check,,1,,
4123,2022-12-13 16:19:06,Overall Assessment,,,,
4123,2022-12-13 18:19:06,Inform Customer,,,,
4124,2022-12-14 13:35:47,Customer applies for loan,,,,
4124,2022-12-14 15:35:47,Check application data,54275,,,9799
4124,2022-12-14 17:35:47,Normal Check,,4,,
4124,2022-12-14 19:35:47,Overall Assessment,,,,
4124,2022-12-14 21:35:47,Inform Customer,,,,
4125,2022-12-01 17:01:13,Customer applies for loan,,,,
4125,2022-12-01 19:01:13,Check application data,25809,,,8545
4125,2022-12-01 21:01:13,Normal Check,,4,,
4125,2022-12-01 23:01:13,Overall Assessment,,,,
4125,2022-12-02 01:01:13,Inform Customer,,,,
4126,2022-12-12 17:10:03,Customer applies for loan,,,,
4126,2022-12-12 19:10:03,Check application data,71981,,,7312
4126,2022-12-12 21:10:03,Normal Check,,3,,
4126,2022-12-12 23:10:03,Overall Assessment,,,,
4126,2022-12-13 01:10:03,Inform Customer,,,,
4127,2022-12-05 18:23:31,Customer applies for loan,,,,
4127,2022-12-05 20:23:31,Check application data,88925,,,2209
4127,2022-12-05 22:23:31,Extensive Check,,3,,
4127,2022-12-06 00:23:31,Overall Assessment,,,,
4127,2022-12-06 02:23:31,Inform Customer,,,,
4128,2022-11-26 18:35:11,Customer applies for loan,,,,
4128,2022-11-26 20:35:11,Check application data,60658,,,5409
4128,2022-11-26 22:35:11,Normal Check,,0,,
4128,2022-11-27 00:35:11,Overall Assessment,,,,
4128,2022-11-27 02:35:11,Inform Customer,,,,
4129,2022-11-29 10:57:51,Customer applies for loan,,,,
4129,2022-11-29 12:57:51,Check application data,56958,,,9235
4129,2022-11-29 14:57:51,Normal Check,,1,,
4129,2022-11-29 16:57:51,Overall Assessment,,,,
4129,2022-11-29 18:57:51,Inform Customer,,,,
4130,2022-12-03 15:06:08,Customer applies for loan,,,,
4130,2022-12-03 17:06:08,Check application data,58310,,,4871
4130,2022-12-03 19:06:08,Normal Check,,1,,
4130,2022-12-03 21:06:08,Overall Assessment,,,,
4130,2022-12-03 23:06:08,Inform Customer,,,,
4131,2022-12-12 17:21:03,Customer applies for loan,,,,
4131,2022-12-12 19:21:03,Check application data,35810,,,5846
4131,2022-12-12 21:21:03,Normal Check,,3,,
4131,2022-12-12 23:21:03,Overall Assessment,,,,
4131,2022-12-13 01:21:03,Inform Customer,,,,
4132,2022-12-03 15:38:16,Customer applies for loan,,,,
4132,2022-12-03 17:38:16,Check application data,81910,,,4479
4132,2022-12-03 19:38:16,Extensive Check,,3,,
4132,2022-12-03 21:38:16,Overall Assessment,,,,
4132,2022-12-03 23:38:16,Inform Customer,,,,
4133,2022-11-27 17:13:51,Customer applies for loan,,,,
4133,2022-11-27 19:13:51,Check application data,72410,,,5772
4133,2022-11-27 21:13:51,Normal Check,,3,,
4133,2022-11-27 23:13:51,Overall Assessment,,,,
4133,2022-11-28 01:13:51,Inform Customer,,,,
4134,2022-12-08 09:06:48,Customer applies for loan,,,,
4134,2022-12-08 11:06:48,Check application data,20338,,,9635
4134,2022-12-08 13:06:48,Normal Check,,2,,
4134,2022-12-08 15:06:48,Overall Assessment,,,,
4134,2022-12-08 17:06:48,Inform Customer,,,,
4135,2022-12-12 17:54:40,Customer applies for loan,,,,
4135,2022-12-12 19:54:40,Check application data,97588,,,1118
4135,2022-12-12 21:54:40,Extensive Check,,1,,
4135,2022-12-12 23:54:40,Overall Assessment,,,,
4135,2022-12-13 01:54:40,Inform Customer,,,,
4136,2022-12-13 17:54:56,Customer applies for loan,,,,
4136,2022-12-13 19:54:56,Check application data,17008,,,2339
4136,2022-12-13 21:54:56,Extensive Check,,4,,
4136,2022-12-13 23:54:56,Overall Assessment,,,,
4136,2022-12-14 01:54:56,Inform Customer,,,,
4137,2022-12-09 14:56:31,Customer applies for loan,,,,
4137,2022-12-09 16:56:31,Check application data,67446,,,2049
4137,2022-12-09 18:56:31,Extensive Check,,2,,
4137,2022-12-09 20:56:31,Overall Assessment,,,,
4137,2022-12-09 22:56:31,Inform Customer,,,,
4138,2022-12-06 18:22:46,Customer applies for loan,,,,
4138,2022-12-06 20:22:46,Check application data,73223,,,3851
4138,2022-12-06 22:22:46,Normal Check,,3,,
4138,2022-12-07 00:22:46,Overall Assessment,,,,
4138,2022-12-07 02:22:46,Inform Customer,,,,
4139,2022-11-30 15:05:36,Customer applies for loan,,,,
4139,2022-11-30 17:05:36,Check application data,88979,,,5431
4139,2022-11-30 19:05:36,Extensive Check,,1,,
4139,2022-11-30 21:05:36,Overall Assessment,,,,
4139,2022-11-30 23:05:36,Inform Customer,,,,
4140,2022-12-03 16:15:31,Customer applies for loan,,,,
4140,2022-12-03 18:15:31,Check application data,63090,,,7954
4140,2022-12-03 20:15:31,Normal Check,,2,,
4140,2022-12-03 22:15:31,Overall Assessment,,,,
4140,2022-12-04 00:15:31,Inform Customer,,,,
4141,2022-12-13 10:29:37,Customer applies for loan,,,,
4141,2022-12-13 12:29:37,Check application data,43835,,,5337
4141,2022-12-13 14:29:37,Normal Check,,1,,
4141,2022-12-13 16:29:37,Overall Assessment,,,,
4141,2022-12-13 18:29:37,Inform Customer,,,,
4142,2022-12-10 10:33:20,Customer applies for loan,,,,
4142,2022-12-10 12:33:20,Check application data,57079,,,2181
4142,2022-12-10 14:33:20,Extensive Check,,0,,
4142,2022-12-10 16:33:20,Overall Assessment,,,,
4142,2022-12-10 18:33:20,Inform Customer,,,,
4143,2022-12-12 13:03:41,Customer applies for loan,,,,
4143,2022-12-12 15:03:41,Check application data,17179,,,6452
4143,2022-12-12 17:03:41,Normal Check,,3,,
4143,2022-12-12 19:03:41,Overall Assessment,,,,
4143,2022-12-12 21:03:41,Inform Customer,,,,
4144,2022-12-12 15:59:21,Customer applies for loan,,,,
4144,2022-12-12 17:59:21,Check application data,44314,,,5505
4144,2022-12-12 19:59:21,Normal Check,,1,,
4144,2022-12-12 21:59:21,Overall Assessment,,,,
4144,2022-12-12 23:59:21,Inform Customer,,,,
4145,2022-12-06 12:38:38,Customer applies for loan,,,,
4145,2022-12-06 14:38:38,Check application data,97337,,,4354
4145,2022-12-06 16:38:38,Extensive Check,,3,,
4145,2022-12-06 18:38:38,Overall Assessment,,,,
4145,2022-12-06 20:38:38,Inform Customer,,,,
4146,2022-12-06 12:17:34,Customer applies for loan,,,,
4146,2022-12-06 14:17:34,Check application data,24459,,,5169
4146,2022-12-06 16:17:34,Normal Check,,2,,
4146,2022-12-06 18:17:34,Overall Assessment,,,,
4146,2022-12-06 20:17:34,Inform Customer,,,,
4147,2022-11-29 12:39:25,Customer applies for loan,,,,
4147,2022-11-29 14:39:25,Check application data,71961,,,9615
4147,2022-11-29 16:39:25,Normal Check,,4,,
4147,2022-11-29 18:39:25,Overall Assessment,,,,
4147,2022-11-29 20:39:25,Inform Customer,,,,
4148,2022-12-07 09:43:41,Customer applies for loan,,,,
4148,2022-12-07 11:43:41,Check application data,38832,,,9535
4148,2022-12-07 13:43:41,Normal Check,,3,,
4148,2022-12-07 15:43:41,Overall Assessment,,,,
4148,2022-12-07 17:43:41,Inform Customer,,,,
4149,2022-12-02 11:54:57,Customer applies for loan,,,,
4149,2022-12-02 13:54:57,Check application data,87287,,,9034
4149,2022-12-02 15:54:57,Extensive Check,,4,,
4149,2022-12-02 17:54:57,Overall Assessment,,,,
4149,2022-12-02 19:54:57,Inform Customer,,,,
4150,2022-12-07 12:58:46,Customer applies for loan,,,,
4150,2022-12-07 14:58:46,Check application data,11128,,,4821
4150,2022-12-07 16:58:46,Normal Check,,2,,
4150,2022-12-07 18:58:46,Overall Assessment,,,,
4150,2022-12-07 20:58:46,Inform Customer,,,,
4151,2022-12-09 11:52:19,Customer applies for loan,,,,
4151,2022-12-09 13:52:19,Check application data,75472,,,9573
4151,2022-12-09 15:52:19,Normal Check,,0,,
4151,2022-12-09 17:52:19,Overall Assessment,,,,
4151,2022-12-09 19:52:19,Inform Customer,,,,
4152,2022-12-12 13:37:46,Customer applies for loan,,,,
4152,2022-12-12 15:37:46,Check application data,45704,,,1019
4152,2022-12-12 17:37:46,Extensive Check,,3,,
4152,2022-12-12 19:37:46,Overall Assessment,,,,
4152,2022-12-12 21:37:46,Inform Customer,,,,
4153,2022-12-06 18:03:17,Customer applies for loan,,,,
4153,2022-12-06 20:03:17,Check application data,59910,,,2294
4153,2022-12-06 22:03:17,Extensive Check,,3,,
4153,2022-12-07 00:03:17,Overall Assessment,,,,
4153,2022-12-07 02:03:17,Inform Customer,,,,
4154,2022-12-07 17:14:49,Customer applies for loan,,,,
4154,2022-12-07 19:14:49,Check application data,35238,,,1281
4154,2022-12-07 21:14:49,Extensive Check,,4,,
4154,2022-12-07 23:14:49,Overall Assessment,,,,
4154,2022-12-08 01:14:49,Inform Customer,,,,
4155,2022-11-30 12:12:54,Customer applies for loan,,,,
4155,2022-11-30 14:12:54,Check application data,19122,,,2579
4155,2022-11-30 16:12:54,Extensive Check,,2,,
4155,2022-11-30 18:12:54,Overall Assessment,,,,
4155,2022-11-30 20:12:54,Inform Customer,,,,
4156,2022-12-07 16:35:35,Customer applies for loan,,,,
4156,2022-12-07 18:35:35,Check application data,51297,,,6522
4156,2022-12-07 20:35:35,Normal Check,,0,,
4156,2022-12-07 22:35:35,Overall Assessment,,,,
4156,2022-12-08 00:35:35,Inform Customer,,,,
4157,2022-12-01 10:00:04,Customer applies for loan,,,,
4157,2022-12-01 12:00:04,Check application data,31902,,,3943
4157,2022-12-01 14:00:04,Normal Check,,0,,
4157,2022-12-01 16:00:04,Overall Assessment,,,,
4157,2022-12-01 18:00:04,Inform Customer,,,,
4158,2022-11-28 16:58:27,Customer applies for loan,,,,
4158,2022-11-28 18:58:27,Check application data,56472,,,8845
4158,2022-11-28 20:58:27,Normal Check,,3,,
4158,2022-11-28 22:58:27,Overall Assessment,,,,
4158,2022-11-29 00:58:27,Inform Customer,,,,
4159,2022-12-03 16:41:14,Customer applies for loan,,,,
4159,2022-12-03 18:41:14,Check application data,38865,,,1360
4159,2022-12-03 20:41:14,Extensive Check,,1,,
4159,2022-12-03 22:41:14,Overall Assessment,,,,
4159,2022-12-04 00:41:14,Inform Customer,,,,
4160,2022-11-29 18:50:27,Customer applies for loan,,,,
4160,2022-11-29 20:50:27,Check application data,25714,,,2359
4160,2022-11-29 22:50:27,Extensive Check,,1,,
4160,2022-11-30 00:50:27,Overall Assessment,,,,
4160,2022-11-30 02:50:27,Inform Customer,,,,
4161,2022-12-08 13:41:02,Customer applies for loan,,,,
4161,2022-12-08 15:41:02,Check application data,60663,,,7141
4161,2022-12-08 17:41:02,Normal Check,,3,,
4161,2022-12-08 19:41:02,Overall Assessment,,,,
4161,2022-12-08 21:41:02,Inform Customer,,,,
4162,2022-12-15 16:45:58,Customer applies for loan,,,,
4162,2022-12-15 18:45:58,Check application data,39356,,,6720
4162,2022-12-15 20:45:58,Normal Check,,1,,
4162,2022-12-15 22:45:58,Overall Assessment,,,,
4162,2022-12-16 00:45:58,Inform Customer,,,,
4163,2022-12-08 15:33:59,Customer applies for loan,,,,
4163,2022-12-08 17:33:59,Check application data,24504,,,3086
4163,2022-12-08 19:33:59,Normal Check,,3,,
4163,2022-12-08 21:33:59,Overall Assessment,,,,
4163,2022-12-08 23:33:59,Inform Customer,,,,
4164,2022-12-07 09:12:04,Customer applies for loan,,,,
4164,2022-12-07 11:12:04,Check application data,46775,,,8282
4164,2022-12-07 13:12:04,Normal Check,,0,,
4164,2022-12-07 15:12:04,Overall Assessment,,,,
4164,2022-12-07 17:12:04,Inform Customer,,,,
4165,2022-12-15 17:56:40,Customer applies for loan,,,,
4165,2022-12-15 19:56:40,Check application data,57322,,,6221
4165,2022-12-15 21:56:40,Normal Check,,3,,
4165,2022-12-15 23:56:40,Overall Assessment,,,,
4165,2022-12-16 01:56:40,Inform Customer,,,,
4166,2022-12-08 11:51:49,Customer applies for loan,,,,
4166,2022-12-08 13:51:49,Check application data,87320,,,3441
4166,2022-12-08 15:51:49,Extensive Check,,4,,
4166,2022-12-08 17:51:49,Overall Assessment,,,,
4166,2022-12-08 19:51:49,Inform Customer,,,,
4167,2022-12-02 14:39:06,Customer applies for loan,,,,
4167,2022-12-02 16:39:06,Check application data,14770,,,8788
4167,2022-12-02 18:39:06,Normal Check,,0,,
4167,2022-12-02 20:39:06,Overall Assessment,,,,
4167,2022-12-02 22:39:06,Inform Customer,,,,
4168,2022-11-30 18:16:34,Customer applies for loan,,,,
4168,2022-11-30 20:16:34,Check application data,18130,,,6359
4168,2022-11-30 22:16:34,Normal Check,,1,,
4168,2022-12-01 00:16:34,Overall Assessment,,,,
4168,2022-12-01 02:16:34,Inform Customer,,,,
4169,2022-12-01 10:11:53,Customer applies for loan,,,,
4169,2022-12-01 12:11:53,Check application data,98559,,,5601
4169,2022-12-01 14:11:53,Extensive Check,,0,,
4169,2022-12-01 16:11:53,Overall Assessment,,,,
4169,2022-12-01 18:11:53,Inform Customer,,,,
4170,2022-12-12 16:05:43,Customer applies for loan,,,,
4170,2022-12-12 18:05:43,Check application data,58622,,,6884
4170,2022-12-12 20:05:43,Normal Check,,0,,
4170,2022-12-12 22:05:43,Overall Assessment,,,,
4170,2022-12-13 00:05:43,Inform Customer,,,,
4171,2022-12-02 09:21:37,Customer applies for loan,,,,
4171,2022-12-02 11:21:37,Check application data,62596,,,9851
4171,2022-12-02 13:21:37,Normal Check,,0,,
4171,2022-12-02 15:21:37,Overall Assessment,,,,
4171,2022-12-02 17:21:37,Inform Customer,,,,
4172,2022-12-08 18:19:28,Customer applies for loan,,,,
4172,2022-12-08 20:19:28,Check application data,20538,,,3385
4172,2022-12-08 22:19:28,Normal Check,,3,,
4172,2022-12-09 00:19:28,Overall Assessment,,,,
4172,2022-12-09 02:19:28,Inform Customer,,,,
4173,2022-12-02 15:11:29,Customer applies for loan,,,,
4173,2022-12-02 17:11:29,Check application data,98682,,,6530
4173,2022-12-02 19:11:29,Extensive Check,,0,,
4173,2022-12-02 21:11:29,Overall Assessment,,,,
4173,2022-12-02 23:11:29,Inform Customer,,,,
4174,2022-11-30 11:11:26,Customer applies for loan,,,,
4174,2022-11-30 13:11:26,Check application data,93546,,,3873
4174,2022-11-30 15:11:26,Extensive Check,,1,,
4174,2022-11-30 17:11:26,Overall Assessment,,,,
